,reviews,stars,date,country,verified,corpus
1378,"✅ Trip Verified |  London to Dubai.  This was a terrible flight with grubby cabins, same old menu but worse still people from economy taking the seats in business without upgrade or paying. The staff were indifferent on complaints and eventually led to removing them after abusive language. If BA actually knew their premium passengers they would have avoided this.",2.0,2018-01-08,United States,True,london dubai terrible flight grubby cabin old menu worse still people economy taking seat business without upgrade paying staff indifferent complaint eventually led removing abusive language ba actually knew premium passenger would avoided
1379,"✅ Trip Verified |  Amsterdam to London. Service Ryanair wouldn't tolerate but with premium prices. Every two years or so I fly with BA, and every two years I am reminded just why I don't normally fly with them. Whilst not as bad as my previous experience (which chopped about 12 hours off a 2 day break to Milan and left me £££ out of pocket as all public transport had stopped by the time we arrived, an no, they wouldn't refund me) we were still delayed. All the other airlines had their delays on the board so their customers could do other things. BA? Didn't show the delay until we should have been boarding. Get to the gate with my shopping (what else are you to do during a delay?) and am told that it must fit in my suitcase or they'll put one of my bags in the hold. Even Ryanair allows a bag of duty free on. It would obviously have fit under the seat next to my purse but no~ that wasn't allowed. Once we were on board the reason became clear, just like easyJet, Ryanair and many of the other budget airlines, BA doesn't include a checked bag, meaning that all the hand luggage won't fit in the cabin ergo their staff find silly reasons to confiscate your bag. So not only was the flight delayed, but I now had to wait for a suitcase. Once we arrived at Gatwick everything went smoothly, I managed to catch the last train to my destination (unlike the previous time I'd flown with them). Additionally the staff were very rude and condescending towards passengers. Do not fly BA, save your money and go with a budget airline. The colours may be gaudier but the service is the same and the staff are infinitely friendlier.",1.0,2018-01-05,United Kingdom,True,amsterdam london service ryanair tolerate premium price every two year fly ba every two year reminded normally fly whilst bad previous experience chopped hour day break milan left pocket public transport stopped time arrived refund still delayed airline delay board customer could thing ba show delay boarding get gate shopping else delay told must fit suitcase put one bag hold even ryanair allows bag duty free would obviously fit seat next purse allowed board reason became clear like easyjet ryanair many budget airline ba include checked bag meaning hand luggage fit cabin ergo staff find silly reason confiscate bag flight delayed wait suitcase arrived gatwick everything went smoothly managed catch last train destination unlike previous time flown additionally staff rude condescending towards passenger fly ba save money go budget airline colour may gaudier service staff infinitely friendlier
1380,"✅ Trip Verified |  London to Johannesburg. I was pleasantly surprised at how good the flight was from LHR-JNB, I booked this flight as it was a direct flight, and although it was around £130 more than Emirates and Qatar airways, it saved around 10 hours off of the journey. The A380 seats were reasonably comfortable and I had plenty of leg room, the cabin crew were professional and prompt when requested. Inflight entertainment was ok with a good selection of movies (they do need updating though as some were released early 2017), lack of onboard WiFi is a big letdown too. Food was standard airline food, neither good or bad but ok. BA has been taken over for air travel by the big middle Eastern airlines, but this flight was good and would have no problem flying them again - long haul only.",8.0,2018-01-05,United Kingdom,True,london johannesburg pleasantly surprised good flight lhr jnb booked flight direct flight although around emirate qatar airway saved around hour journey seat reasonably comfortable plenty leg room cabin crew professional prompt requested inflight entertainment ok good selection movie need updating though released early lack onboard wifi big letdown food standard airline food neither good bad ok ba taken air travel big middle eastern airline flight good would problem flying long haul
1384,"✅ Trip Verified |  Hong Kong to London before Christmas in First Class. Boarding was a little chaotic. There was no priority for First class passengers. Maybe the flight was fully booked. Cabin crew was very attentive and efficient. Service was excellent. BA does not have the best first class product, but their staff is the best in Europe. Food was tasteful and wine selection was superb. I had very good 9 hours sleep before landing punctually at LHR. Looking forward to flying with them again in January.",5.0,2017-12-30,China,True,hong kong london christmas first class boarding little chaotic priority first class passenger maybe flight fully booked cabin crew attentive efficient service excellent ba best first class product staff best europe food tasteful wine selection superb good hour sleep landing punctually lhr looking forward flying january
1385,"✅ Trip Verified |  Dublin to Heathrow. BA gets worse and worse and worse. Today was special though. As usual the did the standard in Dublin by calling the flight as boarding in the lounge when it clearly wasn’t - after a five minute walk from the lounge it still hadn’t started. Again, as usual, Club food is the choice between a petrol station quality panini and a minute salad. Today as a special treat they hadn’t heated the paninis for my row - so cold they really showed the nasty cheap ingredients. And finally they ran out of champagne- about the only advantage left of club. ",1.0,2017-12-28,United Kingdom,True,dublin heathrow ba get worse worse worse today special though usual standard dublin calling flight boarding lounge clearly five minute walk lounge still started usual club food choice petrol station quality panini minute salad today special treat heated panini row cold really showed nasty cheap ingredient finally ran champagne advantage left club
1386,"✅ Trip Verified |  London to New York. Aircraft was very dated, IFE poor, meal service average, no snacks, poor drinks service, crew exceedingly unfriendly and customer service after the flight abysmal. Seats on these aircraft which have not been refreshed are beyond threadbare and we’re outdated a decade ago. The meal service has taken a severe cut in recent years. To top everything off the crew couldn’t even provide a sincere smile or feign the slightest interest - embarrassing! When you tell BA about a negative experience they’ll waffle on about how great they are but fail to resolve the complaint - absolute waste of time - don’t waste your money flying BA - I’ve had far more positive experiences on Ryanair.",8.0,2017-12-26,United Kingdom,True,london new york aircraft dated ife poor meal service average snack poor drink service crew exceedingly unfriendly customer service flight abysmal seat aircraft refreshed beyond threadbare outdated decade ago meal service taken severe cut recent year top everything crew even provide sincere smile feign slightest interest embarrassing tell ba negative experience waffle great fail resolve complaint absolute waste time waste money flying ba far positive experience ryanair
1390,"✅ Trip Verified |  London to Montreal. Very bad service with delayed luggage. For some reason the person at london heathrow send my suitcase under someone else's name and to a different destination. I was flying from London to Montreal and my suitcase was sent to Dublin. First guy I talked on the phone, after a week of no news at all, he told me that the suitcase was found but was left there at the airport and no further action was taken. Were they waiting for me to ask them to send it or something? In theory, he sent an email asking the airport to send my suitcase to Montreal. But after another week of no further news and website still saying suitcase is missing, I decided to call them again to find out that my suitcase, was still in Dublin. A second email, was sent to get my suitcase send it to me. A couple of days after and of course, with no news at all from them, I decided to call them back again. This time my suitcase wasn't in Dublin, it was sent to London Heathrow and they lost it again at that airport. This guy, asked me to call them back, Monday morning London time, so I did. I called back again on Monday morning, and after being about 10 minutes waiting for the guy to connect to his London team, he asked me to go to the website to add description of the items in my suitcase, when I had done that same day I placed the delayed luggage report. Don't they have all this info in file?. After telling him that I did that, first day, he then asked me to call them back in 48h again. I'm tired of going behind them like if it was my fault they lost my suitcase. No compensation was mentioned to me, even that I had to buy clothes and some other items that I already had in my suitcase. Lucky enough, this happened in my final destination and at the end of my trip, otherwise they would make my vacation quiet miserable. I understand, there is a huge number of suitcases traveling around everyday but that's no reason to let you wondering and waiting forever to get what's yours. I think this whole experience would have been much more satisfying if they showed some empathy and instead of making me wait and call them all the time, I would have get a call or email from them every once in a while following up with me. After this awful experience with their missing luggage department, I hardly doubt I will use British Airways again.",9.0,2017-12-19,Canada,True,london montreal bad service delayed luggage reason person london heathrow send suitcase someone else name different destination flying london montreal suitcase sent dublin first guy talked phone week news told suitcase found left airport action taken waiting ask send something theory sent email asking airport send suitcase montreal another week news website still saying suitcase missing decided call find suitcase still dublin second email sent get suitcase send couple day course news decided call back time suitcase dublin sent london heathrow lost airport guy asked call back monday morning london time called back monday morning minute waiting guy connect london team asked go website add description item suitcase done day placed delayed luggage report info file telling first day asked call back h tired going behind like fault lost suitcase compensation mentioned even buy clothes item already suitcase lucky enough happened final destination end trip otherwise would make vacation quiet miserable understand huge number suitcase traveling around everyday reason let wondering waiting forever get think whole experience would much satisfying showed empathy instead making wait call time would get call email every following awful experience missing luggage department hardly doubt use british airway
1391,"✅ Trip Verified |  London to Houston. Executive gold club refused to help me or keep us informed about the case that did not get put on to the flight they subsequently missed another two days of flights at 6 possible flights per day. The staff were steadfastly of the opinion that this is not problem because we have received a card with 801 USD to buy essential items and that is sufficient in their eyes, furthermore they were more interested in leaving to go home and had ticked all the boxes at their end. Needless to say that because we are away for Christmas & New Year we cannot wear the basics for dinner another fact that really made no impact nor was it of any consequence to gold club team. I repeatedly explained that we could not attend dinner without the proper attire which is currently residing in the case that BA and baggage handlers have deemed less than priority. Because we have been given 801 USD No phone calls can be made to update us and the website advises that they are currently looking for the luggage which would be the same case that was dismissed from being loaded onto today's flight. Furthermore the suitcase could go on a minimum of 6 flights per day including the actual day it was not sent as there was a later flight which would have reunited the bag with the owner & negated the requirement of giving us 801 USD in the first place The callous disregard and blatant contempt displayed throughout this ordeal has ruined our holiday to the extent that we have requested BA return us home where we can collect the suitcase ourselves. The tag that may have fallen off is of no concern as everyone is well aware the shell of the case has the bar code stickers on it for that exact reason so that you can track the items. ",1.0,2017-12-17,United Kingdom,True,london houston executive gold club refused help keep u informed case get put flight subsequently missed another two day flight possible flight per day staff steadfastly opinion problem received card usd buy essential item sufficient eye furthermore interested leaving go home ticked box end needle say away christmas new year cannot wear basic dinner another fact really made impact consequence gold club team repeatedly explained could attend dinner without proper attire currently residing case ba baggage handler deemed le priority given usd phone call made update u website advises currently looking luggage would case dismissed loaded onto today flight furthermore suitcase could go minimum flight per day including actual day sent later flight would reunited bag owner negated requirement giving u usd first place callous disregard blatant contempt displayed throughout ordeal ruined holiday extent requested ba return u home collect suitcase tag may fallen concern everyone well aware shell case bar code sticker exact reason track item
1392,"✅ Trip Verified |  Las Vegas to London. Absolutely horrendous experience! We were board and then left to sit on the plane for over 2 hours (in high temperatures with no air conditioning - the passengers were all sweating) before the plane took off. Kept saying it would be 10 mins and then 15 mins. 2 hours odd later we finally took off. Economy on BA is horrible. Seats are uncomfortable, no space, can hardly get refreshments (the cabin crew were offering us warm tap water), food is bad. To make it worse, when we landed in London we had to sit on the plane for a further 30 mins because BA didn't have a spare arrivals gate. Due to all the delays, we had to run like mad people to get from Heathrow to Gatwick in time for our onward flight with BA. Against all odds, we got their with 30 mins to spare (plane hadn't boarded yet) but they casually said we were too late and said we'd have to fly the next day. Absolute joke, I won't be flying with BA again when I have a choice.",3.0,2017-12-17,United Kingdom,True,la vega london absolutely horrendous experience board left sit plane hour high temperature air conditioning passenger sweating plane took kept saying would min min hour odd later finally took economy ba horrible seat uncomfortable space hardly get refreshment cabin crew offering u warm tap water food bad make worse landed london sit plane min ba spare arrival gate due delay run like mad people get heathrow gatwick time onward flight ba odds got min spare plane boarded yet casually said late said fly next day absolute joke flying ba choice
1393,"✅ Trip Verified | Flew British Airways from Dubai to London Heathrow. Overnight flight that departed on time and arrived 25 minutes early to a very easy to navigate through T5. Unfortunately this was the only positive aspect of my flight. Flight was on board a very old 744 with very poor inflight entertainment. B747 are beautiful old planes but the interiors should be updated. The food was OK. The biggest disappointment was the cabin crew who all seemed miserable and not interested. No smiles or even a ""welcome on board"" whilst walking down the aisle. On arrival they were standing together talking and laughing and not even acknowledging any of the passengers. The service provided by BA has significantly declined over the past few years. Even the newer planes (B777 and B787) haven't got cabins that compete with todays market. Also, just like other budget airlines, you now have to pay to choose your seat. Very very disappointed that I didn't choose another carrier as there are loads to choose from on this route roughly for the same price.",1.0,2017-12-15,United Kingdom,True,flew british airway dubai london heathrow overnight flight departed time arrived minute early easy navigate unfortunately positive aspect flight flight board old poor inflight entertainment b beautiful old plane interior updated food ok biggest disappointment cabin crew seemed miserable interested smile even welcome board whilst walking aisle arrival standing together talking laughing even acknowledging passenger service provided ba significantly declined past year even newer plane b b got cabin compete today market also like budget airline pay choose seat disappointed choose another carrier load choose route roughly price
1394,"✅ Trip Verified | I was on a flight from New York JFK - Budapest via London Heathrow on 9th December The flight was delayed 6hrs, when I arrived to London I got information that my flight to Budapest was cancelled due to heavy snow. That was on the 10th December. I was there with a few thousends other passengers from BA, nobody gave us any food, any water and the most important any information as to what we should do with our transfers flight and suitcase. After waiting 2-3 hrs for my suitcase I was struggling with cold at terminal 4. Someon from BA took us to terminal 5. Today is 12th December and I am still in London without any information about my baggage and transfer flight to Budapest. I paid myself for a  hotel and taxi because all other hotels BA offered are fully booked. This is not what you normally expect from British national carrier airlines. Very poor website, nothing is working and for 3 days no call centre, they try to tranfer you from one number to another without any sense.",8.0,2017-12-13,Hungary,True,flight new york jfk budapest via london heathrow th december flight delayed hr arrived london got information flight budapest cancelled due heavy snow th december thousends passenger ba nobody gave u food water important information transfer flight suitcase waiting hr suitcase struggling cold terminal someon ba took u terminal today th december still london without information baggage transfer flight budapest paid hotel taxi hotel ba offered fully booked normally expect british national carrier airline poor website nothing working day call centre try tranfer one number another without sense
1395,"✅ Trip Verified | Flew Tokyo Narita to London Heathrow with British Airways. Flight delayed by four hours - which is understandable due to the weather in the UK at the time. The inflight entertainment was awful. It was good for only a short haul journey. Very limited selection and very dated equipment/screens. Plus they kept stalling. The staff were ok, although a few seemed allergic to smiling and seemed glum. We were fed at the beginning of the journey and then not until an hour towards the end. The food was average and I was very hungry throughout the service. As far as I am aware, on a long haul flight especially the services are to help you feel as comfortable as possible - I don’t call being starved very comfortable! Other airlines offer snacks throughout the journey. Why can’t you? You used to be the best and now you’re budget. I won’t be flying with British Airways again. ",1.0,2017-12-13,United Kingdom,True,flew tokyo narita london heathrow british airway flight delayed four hour understandable due weather uk time inflight entertainment awful good short haul journey limited selection dated equipment screen plus kept stalling staff ok although seemed allergic smiling seemed glum fed beginning journey hour towards end food average hungry throughout service far aware long haul flight especially service help feel comfortable possible call starved comfortable airline offer snack throughout journey used best budget flying british airway
1396,"✅ Trip Verified | I was quite disappointed with my experience with British Airways. First of all, our flight was two hours late which made me miss my connecting flight in LHR. However, the crew on the ground handled the situation quite well and provided all passengers with food-vouchers and even the captain came out of the plane to explain the situation. However, there was no information on connecting flights in LHR. Once on the plane, the lack of free service during the flight was a big minus as it now really does not make a big difference if you are flying Ryanair or British Airways. Seats were okay but nothing outstanding - same with the crew.",1.0,2017-12-12,Germany,True,quite disappointed experience british airway first flight two hour late made miss connecting flight lhr however crew ground handled situation quite well provided passenger food voucher even captain came plane explain situation however information connecting flight lhr plane lack free service flight big minus really make big difference flying ryanair british airway seat okay nothing outstanding crew
1397,"✅ Trip Verified | Flew British Airways to Pisa due to flight times and BA miles. Overall a poor economy class product. The seats were really tight. Staff were ok, but seemed stressed. You had to pay for food in economy which is new norm of BA and they predict other airlines will follow suit. Difficult to get a glass of water. Three requests and then it materialised and that too for a young child. At check-in their automated system failed so it was done manually - thank goodness for carbon units still employed by BA. Overall BA is dramatically failing. Those who have BA miles will exhaust them and shift to other airlines. BA is no longer UK's national airline. The magic of Alex Cruz and Willie Walsh is not working if it ever did. Avoid if you are paying up front rfor your tickets. Loyalty does not pay.",3.0,2017-12-10,United Kingdom,True,flew british airway pisa due flight time ba mile overall poor economy class product seat really tight staff ok seemed stressed pay food economy new norm ba predict airline follow suit difficult get glass water three request materialised young child check automated system failed done manually thank goodness carbon unit still employed ba overall ba dramatically failing ba mile exhaust shift airline ba longer uk national airline magic alex cruz willie walsh working ever avoid paying front rfor ticket loyalty pay
1398,✅ Trip Verified |  London to Toulouse. British Airways is no longer a full service airline. To compete with EasyJet and Ryan Air it has removed food and drink from economy class and replaced with M&S food. This is over-priced and not that great. Secondly the food was never complementary- it was included in your ticket price. This was the case in this flight to Toulouse. Next time go to Pret and get a meal from there and carry it on board. I asked for a glass of water. This came in the last 30 minutes of the flight once the trolley had gone down the aisle. At least offer people water - it is a human right. The seats too are tight and a rear toilet in economy has been removed to maximise profits. In this flight there was no spare tissue or toilet roll.  I was told by the cabin crew when I asked about the new service level that more may be in store for BA's comers - charging for food in economy class for long haul flights. I hope that this is not true. The only saving grace is a comprehensive network and flight times are good. Customer care and service has gone. Avoid BA if you can. Consume your BA miles and shift to other full service carriers. They are better and more responsive.,9.0,2017-12-10,United Kingdom,True,london toulouse british airway longer full service airline compete easyjet ryan air removed food drink economy class replaced food priced great secondly food never complementary included ticket price case flight toulouse next time go pret get meal carry board asked glass water came last minute flight trolley gone aisle least offer people water human right seat tight rear toilet economy removed maximise profit flight spare tissue toilet roll told cabin crew asked new service level may store ba comer charging food economy class long haul flight hope true saving grace comprehensive network flight time good customer care service gone avoid ba consume ba mile shift full service carrier better responsive
1399,"✅ Trip Verified | Great flight out from London to Santiago. Lovely, friendly crew. Goats cheese salad to start, fish pie for main, good selection of wines and managed 7 hrs sleep on way out and even longer coming back! 787-900 is a fantastic aircraft even if you do have to climb over some feet to get out, the window seats are very private. Flying this aircraft to Seychelles in May and really looking forward to it. Just waiting to try the new bedding now and catering. Just flown out to KUL and BA are way ahead of MH.",1.0,2017-12-09,United Kingdom,True,great flight london santiago lovely friendly crew goat cheese salad start fish pie main good selection wine managed hr sleep way even longer coming back fantastic aircraft even climb foot get window seat private flying aircraft seychelles may really looking forward waiting try new bedding catering flown kul ba way ahead mh
1400,"✅ Trip Verified |  London to Rome. It's been a while since I last flew on BA and it certainly has changed. While the terminal, staff, aircraft, and seats are of the same high standards as before - the free in-flight meals and beverages have disappeared and must now be purchased. It seems that BA is slowly morphing into a low-cost carrier at least as far as European destinations are concerned. Presumably, this is due to the competition from Easyjet and Ryanair as well as it's CEO hailing from Vueling. I suppose it's only fair given that the fare was as cheap as the other two and BA flies out of LHR.",1.0,2017-12-05,United States,True,london rome since last flew ba certainly changed terminal staff aircraft seat high standard free flight meal beverage disappeared must purchased seems ba slowly morphing low cost carrier least far european destination concerned presumably due competition easyjet ryanair well ceo hailing vueling suppose fair given fare cheap two ba fly lhr
1401,"✅ Trip Verified |  London to Manchester. Hard to complain about a flight which last 35 mins but I was hoping for a bacon sandwich to keep me going after coming off a long haul flight with a short connection. This flight used to include complimentary tea/bacon sandwich until the much criticized move to M&S inflight offerings and a hot sandwich isn't available anymore. All things considered, that is understandable.",7.0,2017-12-05,United States,True,london manchester hard complain flight last min hoping bacon sandwich keep going coming long haul flight short connection flight used include complimentary tea bacon sandwich much criticized move inflight offering hot sandwich available anymore thing considered understandable
1402,"✅ Trip Verified |  London to Seattle, a seamless flight which was on time and little to complain about. Efficient and professional service, meal service fine, good comfort and additional space in premium economy worth the extra. IFE selection was perhaps a little limited. Bags slow to arrive at Seattle but don't put that on BA.",3.0,2017-12-05,United States,True,london seattle seamless flight time little complain efficient professional service meal service fine good comfort additional space premium economy worth extra ife selection perhaps little limited bag slow arrive seattle put ba
1403,"✅ Trip Verified |  Seattle to London. Good experience all round and nothing much to complain about. FA's efficient and friendly, flight was on time. Meal quality was average. Overall, believe the extra amount for premium economy worthwhile although I had cashed in some miles to cover the upgrade so perhaps a false economy. Major complaint is BA's policy of charging to book a seat - it's extremely irritating and stressful, especially in premium economy upwards.",7.0,2017-12-04,United States,True,seattle london good experience round nothing much complain fa efficient friendly flight time meal quality average overall believe extra amount premium economy worthwhile although cashed mile cover upgrade perhaps false economy major complaint ba policy charging book seat extremely irritating stressful especially premium economy upwards
1404,"✅ Trip Verified |  London to Barcelona. The ground service was really poor even thought I used premium counter (Sapphire status of OW).  I paid 22 pounds to get exit for myself and my mom, however the staff in the counter keep question if my mom can speak English. Staff could not distinguish the Taiwan passport from the China passport and keep said that we need Visa to go to Spain. It took nearly 10 min for her to confirm with her manager and her attitude was really really bad. The worst staff I had  met. Although BA sold a very expensive ticket, however, even a cup of water you have to pay for it. I would never choose this airline again.",1.0,2017-12-04,Taiwan,True,london barcelona ground service really poor even thought used premium counter sapphire status ow paid pound get exit mom however staff counter keep question mom speak english staff could distinguish taiwan passport china passport keep said need visa go spain took nearly min confirm manager attitude really really bad worst staff met although ba sold expensive ticket however even cup water pay would never choose airline
1411,"✅ Trip Verified |  London to Miami. British Airways have been so disappointing and need to improve fast. They cancelled a flight the morning of a flight and so I had to buy a new flight. The compensation they offered  was £22. Then my most recent trip was to Miami which I had an expired ESTA but instead of letting me know they could put me on flight for a small fee they let me buy a £1000 new flight. Then offered me a £112 refund when I phoned to complain. I am a BA member and must say the customer service is atrocious, as a company it’s just spiralling down.",1.0,2017-11-30,United Kingdom,True,london miami british airway disappointing need improve fast cancelled flight morning flight buy new flight compensation offered recent trip miami expired esta instead letting know could put flight small fee let buy new flight offered refund phoned complain ba member must say customer service atrocious company spiralling
1412,"✅ Trip Verified | Flew London Heathrow to New York JFK. Have flown this route a number of times with British Airways, but this was my first experience with the new Club World offerings (White Company bedding, improved catering, refurbished 747 club world cabin). The new improvements are excellent, particularly the catering. Both the presentation and the taste of the new food is a significant step above the previous Club World catering offering and the new ‘pick your starter and desert’ options from the display trolley is a real nice touch. The new bedding makes the Club World bed much more comfortable to sleep on.",1.0,2017-11-30,United Kingdom,True,flew london heathrow new york jfk flown route number time british airway first experience new club world offering white company bedding improved catering refurbished club world cabin new improvement excellent particularly catering presentation taste new food significant step previous club world catering offering new pick starter desert option display trolley real nice touch new bedding make club world bed much comfortable sleep
1413,"✅ Trip Verified | Berlin to London City. I have never experienced such an unreliable, unprofessional airline, that is so hard to contact. My flight kept being delayed for hours. After more than 4 hours delay, there was no point for me to fly to London anymore, as I had missed an important meeting. I was told that I will get my flight price refunded and also get a compensation. After a few days I call their customer support to ask about the refund. They told me that I will get the refund within 7 days. After 4 weeks, I notice that they still haven't refunded me. It's very difficult to contact them. The phone hotline is only available until 5pm (Monday-Friday). They hide the contact form somewhere deep in their website. Once I managed to send them a message, I only get a reply a few days later telling me, that they can't reply to this case via email and that I should call. All I want at this point is to get my deserved flight price refund. I take an hour off my work to be able to call in their short opening times. After being on hold for a while, it turns out, they made a mistake and will refund me the ticket within the next 48 hours. A very convenient mistake, to forget a 360€ refund and not be able to look into this via an email inquiry. Only after I asked what compensation I will get for this, I was offered 5000 Avios points. No thanks, with that level of unreliability and bad customer service, I will make sure to never fly British Airways again. I make sure to tell all my friends about this experience.",9.0,2017-11-30,Germany,True,berlin london city never experienced unreliable unprofessional airline hard contact flight kept delayed hour hour delay point fly london anymore missed important meeting told get flight price refunded also get compensation day call customer support ask refund told get refund within day week notice still refunded difficult contact phone hotline available pm monday friday hide contact form somewhere deep website managed send message get reply day later telling reply case via email call want point get deserved flight price refund take hour work able call short opening time hold turn made mistake refund ticket within next hour convenient mistake forget refund able look via email inquiry asked compensation get offered avios point thanks level unreliability bad customer service make sure never fly british airway make sure tell friend experience
1414,"✅ Trip Verified | Flew Funchal to London Gatwick. Just wanted to thank the staff on the aircraft for retrieving my game console, was a pleasure to fly with a great airline like British Airways. I left my console on the flight, once I realised that I have left it behind I headed over to the help desk which is located in the baggage control area. The staff were friendly and happy to assist me, the gentlemen made a call and while this was happening the air hostess appeared with my console in hand. This has really made me appreciate flying with a high quality airline. Future flights to Madeira are most certainly going to be with British Airways.",5.0,2017-11-30,United Kingdom,True,flew funchal london gatwick wanted thank staff aircraft retrieving game console pleasure fly great airline like british airway left console flight realised left behind headed help desk located baggage control area staff friendly happy assist gentleman made call happening air hostess appeared console hand really made appreciate flying high quality airline future flight madeira certainly going british airway
1415,"✅ Trip Verified | Flew Newcastle to San Francisco via London Heathrow with British Airways. One issue after another! The flight from Newcastle boarded early but due to weather conditions in London, we departed late. We should have had a two hour lay-over for our connecting flight but arrived only thirty minutes prior to departure to San Francisco and were told at disembarkation that we had been re-routed via Washington! Our booked flight to San Francisco also departed late and we sat in the lounge watching it push back. We finally got on the Washington bound aircraft but were again delayed in order to allow late arriving passengers from Amsterdam to catch the flight. The delay meant that the late departure was then caught up in a computer problem at Heathrow thus delaying the flight further. We eventually arrived in Washington twenty minutes before the next connecting flight - there was an announcement over the tannoy system for us to hurry up but no physical help available. Obviously we missed the flight and spent the next hour (around about 23.00) trying to find help at the check-in desk in a practically empty airport. United (acting on behalf of BA) checked us onto a flight the following morning and the BA staff eventually found us a hotel room thirty minutes drive away. Ironically, the BA personnel had been busy ensuring the the passengers from Amsterdam that had caused the late departure made their connecting flight and were therefore not available to help us! We were also downgraded to economy on the flight between Washington and San Francisco as business class was full. We eventually got to San Francisco about 22 hours after our scheduled arrival. BA offered no compensation for either the time lost or the down-grade in class. They did pay for the taxi from the hotel and the cost of the pre-booked (but unused) hotel in San Francisco. The airline blamed everything on circumstances and would not accept any responsibility. Not a good experience at all and nobody really cares!",8.0,2017-11-30,United Kingdom,True,flew newcastle san francisco via london heathrow british airway one issue another flight newcastle boarded early due weather condition london departed late two hour lay connecting flight arrived thirty minute prior departure san francisco told disembarkation routed via washington booked flight san francisco also departed late sat lounge watching push back finally got washington bound aircraft delayed order allow late arriving passenger amsterdam catch flight delay meant late departure caught computer problem heathrow thus delaying flight eventually arrived washington twenty minute next connecting flight announcement tannoy system u hurry physical help available obviously missed flight spent next hour around trying find help check desk practically empty airport united acting behalf ba checked u onto flight following morning ba staff eventually found u hotel room thirty minute drive away ironically ba personnel busy ensuring passenger amsterdam caused late departure made connecting flight therefore available help u also downgraded economy flight washington san francisco business class full eventually got san francisco hour scheduled arrival ba offered compensation either time lost grade class pay taxi hotel cost pre booked unused hotel san francisco airline blamed everything circumstance would accept responsibility good experience nobody really care
1416,"✅ Trip Verified | Manchester to London. We were flying business class and expected a fast track boarding, but alas the fast track boarding queue was longer than normal boarding queue! Then on the flight it was the case of 2 ends of the plane on either side of the curtain, those in the front were offered a quick sandwich and a drink those behind had to purchase. The short flight was on time, the leg room in front of the plane was exactly same as at the rear except the middle seat was blocked off! Though it felt like business class in the plane, on the ground pre boarding it certainly did not! BA needs to improve and fast?",8.0,2017-11-28,United Kingdom,True,manchester london flying business class expected fast track boarding ala fast track boarding queue longer normal boarding queue flight case end plane either side curtain front offered quick sandwich drink behind purchase short flight time leg room front plane exactly rear except middle seat blocked though felt like business class plane ground pre boarding certainly ba need improve fast
1417,"✅ Trip Verified |  London to Athens. On the date of the flight I received a text message and an email saying my flight is full so I could check in my carry on luggage for free, later on another text saying that I will have 46 minute delay. I was at the airport almost 3 plus hours before. Checked in at the machines but It couldn't allocate my seat number. Then a British airways assistant came and successfully gave me my boarding pass with my seat number. Seating at a cafe I was checking the tv screen every 5-10 minutes and it said delay 12:46. My flight was scheduled for 12:00. At 11:45 I tried to pass through security but the machine would allow me to scan my boarding pass and asked me to seek assistance. The security officer told me that I lost the flight because my flight was at 12:00 and suggested me to go to counter C1. Now at the counter C1 a lady told me that the flight was at 12:00 and I lost it. While I was explaining that the flight will be delayed she made phone calls and tried to explain the whole situation. Then she told me to go through security because the bar code on my boarding pass will be valid for 2 minutes! Went straight to my exit and it was packed from people sitting. Waited at the gate for another almost hour and in total the delay on arrival to Athens was 1hr 20mins.",8.0,2017-11-26,Greece,True,london athens date flight received text message email saying flight full could check carry luggage free later another text saying minute delay airport almost plus hour checked machine allocate seat number british airway assistant came successfully gave boarding pas seat number seating cafe checking tv screen every minute said delay flight scheduled tried pas security machine would allow scan boarding pas asked seek assistance security officer told lost flight flight suggested go counter c counter c lady told flight lost explaining flight delayed made phone call tried explain whole situation told go security bar code boarding pas valid minute went straight exit packed people sitting waited gate another almost hour total delay arrival athens hr min
1418,"✅ Trip Verified | Very disappointing. I was scheduled on a British Airways flight to connect to a long haul flight at Heathrow and having flown BA in the past it was very sad to see how BA service went down this year. Meal and drinks for purchase, uninspired staff and delay on inbound flight. I would fly a low cost carrier instead, since that's exactly what BA now achieves. Many years ago it was one of the european flagship carriers and it was fun to fly BA, now it's just another shrinking violet.",8.0,2017-11-25,Germany,True,disappointing scheduled british airway flight connect long haul flight heathrow flown ba past sad see ba service went year meal drink purchase uninspired staff delay inbound flight would fly low cost carrier instead since exactly ba achieves many year ago one european flagship carrier fun fly ba another shrinking violet
1419,"✅ Trip Verified | This was really a no frills business class. This flight was part of trip with Qatar Airways. Unfortunately, the London to Doha was operated by British Airways. The seat is cramped and really outdated compared to the other major airlines. The IFE was really poor with old screen system and poor range of options. The meal was not good related to the price you have to pay. The FAs were really dull, nothing wrong but no effort to communicate with passengers like FAs from other airlines. BA really need to refresh or renovate their business class cabin. It might be excellent innovation back in mid 2000s but the industry has moved on.",1.0,2017-11-25,United Kingdom,True,really frill business class flight part trip qatar airway unfortunately london doha operated british airway seat cramped really outdated compared major airline ife really poor old screen system poor range option meal good related price pay fa really dull nothing wrong effort communicate passenger like fa airline ba really need refresh renovate business class cabin might excellent innovation back mid industry moved
